misra1,misra2,poet
لڑکیوں کے دکھ عجب ہوتے ہیں سکھ اس سے عجیب ,ہنس رہی ہیں اور کاجل بھیگتا ہے ساتھ ساتھ ,Perveen Shakir
ہارنے میں اک انا کی بات تھی ,جیت جانے میں خسارا اور ہے ,Perveen Shakir
جس طرح خواب مرے ہو گئے ریزہ ریزہ ,اس طرح سے نہ کبھی ٹوٹ کے بکھرے کوئی ,Perveen Shakir
کانپ اٹھتی ہوں میں یہ سوچ کے تنہائی میں ,میرے چہرے پہ ترا نام نہ پڑھ لے کوئی ,Perveen Shakir
بات وہ آدھی رات کی رات وہ پورے چاند کی ,چاند بھی عین چیت کا اس پہ ترا جمال بھی ,Perveen Shakir
بہت سے لوگ تھے مہمان میرے گھر لیکن ,وہ جانتا تھا کہ ہے اہتمام کس کے لئے ,Perveen Shakir
یہی وہ دن تھے جب اک دوسرے کو پایا تھا ,ہماری سالگرہ ٹھیک اب کے ماہ میں ہے ,Perveen Shakir
وہ کہیں بھی گیا لوٹا تو مرے پاس آیا ,بس یہی بات ہے اچھی مرے ہرجائی کی ,Perveen Shakir
ایک سورج تھا کہ تاروں کے گھرانے سے اٹھا ,آنکھ حیران ہے کیا شخص زمانے سے اٹھا ,Perveen Shakir
کمال ضبط کو خود بھی تو آزماؤں گی ,میں اپنے ہاتھ سے اس کی دلہن سجاؤں گی ,Perveen Shakir
اس کے یوں ترک محبت کا سبب ہوگا کوئی ,جی نہیں یہ مانتا وہ بے وفا پہلے سے تھا ,Perveen Shakir
بارہا تیرا انتظار کیا ,اپنے خوابوں میں اک دلہن کی طرح ,Perveen Shakir
اپنی رسوائی ترے نام کا چرچا دیکھوں ,اک ذرا شعر کہوں اور میں کیا کیا دیکھوں ,Perveen Shakir
میں اس کی دسترس میں ہوں مگر وہ ,مجھے میری رضا سے مانگتا ہے ,Perveen Shakir
عکس خوشبو ہوں بکھرنے سے نہ روکے کوئی ,اور بکھر جاؤں تو مجھ کو نہ سمیٹے کوئی ,Perveen Shakir
کچھ فیصلہ تو ہو کہ کدھر جانا چاہئے ,پانی کو اب تو سر سے گزر جانا چاہئے ,Perveen Shakir
رائے پہلے سے بنا لی تو نے ,دل میں اب ہم ترے گھر کیا کرتے ,Perveen Shakir
دینے والے کی مشیت پہ ہے سب کچھ موقوف ,مانگنے والے کی حاجت نہیں دیکھی جاتی ,Perveen Shakir
ممکنہ فیصلوں میں ایک ہجر کا فیصلہ بھی تھا ,ہم نے تو ایک بات کی اس نے کمال کر دیا ,Perveen Shakir
تجھے مناؤں کہ اپنی انا کی بات سنوں ,الجھ رہا ہے مرے فیصلوں کا ریشم پھر ,Perveen Shakir
اس نے مجھے دراصل کبھی چاہا ہی نہیں تھا ,"خود کو دے کر یہ بھی دھوکا، دیکھ لیا ہے ",Perveen Shakir
اپنے قاتل کی ذہانت سے پریشان ہوں میں ,روز اک موت نئے طرز کی ایجاد کرے ,Perveen Shakir
دروازہ جو کھولا تو نظر آئے کھڑے وہ ,حیرت ہے مجھے آج کدھر بھول پڑے وہ ,Perveen Shakir
کانٹوں میں گھرے پھول کو چوم آئے گی لیکن ,تتلی کے پروں کو کبھی چھلتے نہیں دیکھا ,Perveen Shakir
کبھی کبھار اسے دیکھ لیں کہیں مل لیں ,یہ کب کہا تھا کہ وہ خوش بدن ہمارا ہو ,Perveen Shakir
پاس جب تک وہ رہے درد تھما رہتا ہے ,پھیلتا جاتا ہے پھر آنکھ کے کاجل کی طرح ,Perveen Shakir
رستہ میں مل گیا تو شریک سفر نہ جان ,جو چھاؤں مہرباں ہو اسے اپنا گھر نہ جان ,Perveen Shakir
جگنو کو دن کے وقت پرکھنے کی ضد کریں ,بچے ہمارے عہد کے چالاک ہو گئے ,Perveen Shakir
تو بدلتا ہے تو بے ساختہ میری آنکھیں ,اپنے ہاتھوں کی لکیروں سے الجھ جاتی ہیں ,Perveen Shakir
اس نے جلتی ہوئی پیشانی پہ جب ہاتھ رکھا ,روح تک آ گئی تاثیر مسیحائی کی ,Perveen Shakir
کل رات جو ایندھن کے لیے کٹ کے گرا ہے ,چڑیوں کو بہت پیار تھا اس بوڑھے شجر سے ,Perveen Shakir
ہاتھ میرے بھول بیٹھے دستکیں دینے کا فن ,بند مجھ پر جب سے اس کے گھر کا دروازہ ہوا ,Perveen Shakir
میری طلب تھا ایک شخص وہ جو نہیں ملا تو پھر ,ہاتھ دعا سے یوں گرا بھول گیا سوال بھی ,Perveen Shakir
سپرد کر کے اسے چاندنی کے ہاتھوں میں ,میں اپنے گھر کے اندھیروں کو لوٹ آؤں گی ,Perveen Shakir
کو بہ کو پھیل گئی بات شناسائی کی ,اس نے خوشبو کی طرح میری پذیرائی کی ,Perveen Shakir
کون جانے کہ نئے سال میں تو کس کو پڑھے ,تیرا معیار بدلتا ہے نصابوں کی طرح ,Perveen Shakir
ابر برسے تو عنایت اس کی ,شاخ تو صرف دعا کرتی ہے ,Perveen Shakir
میرے چہرے پہ غزل لکھتی گئیں ,شعر کہتی ہوئی آنکھیں اس کی ,Perveen Shakir
بدن کے کرب کو وہ بھی سمجھ نہ پائے گا ,میں دل میں روؤں گی آنکھوں میں مسکراؤں گی ,Perveen Shakir
مسئلہ جب بھی چراغوں کا اٹھا ,فیصلہ صرف ہوا کرتی ہے ,Perveen Shakir
نہ جانے کون سا آسیب دل میں بستا ہے ,کہ جو بھی ٹھہرا وہ آخر مکان چھوڑ گیا ,Perveen Shakir
ظلم سہنا بھی تو ظالم کی حمایت ٹھہرا ,خامشی بھی تو ہوئی پشت پناہی کی طرح ,Perveen Shakir
یہ کیا کہ وہ جب چاہے مجھے چھین لے مجھ سے ,اپنے لئے وہ شخص تڑپتا بھی تو دیکھوں ,Perveen Shakir
گواہی کیسے ٹوٹتی معاملہ خدا کا تھا ,مرا اور اس کا رابطہ تو ہاتھ اور دعا کا تھا ,Perveen Shakir
وقت رخصت آ گیا دل پھر بھی گھبرایا نہیں ,اس کو ہم کیا کھوئیں گے جس کو کبھی پایا نہیں ,Perveen Shakir
یوں دیکھنا اس کو کہ کوئی اور نہ دیکھے ,انعام تو اچھا تھا مگر شرط کڑی تھی ,Perveen Shakir
تیرے پیمانے میں گردش نہیں باقی ساقی ,اور تری بزم سے اب کوئی اٹھا چاہتا ہے ,Perveen Shakir
تیرے تحفے تو سب اچھے ہیں مگر موج بہار ,اب کے میرے لیے خوشبوئے حنا آئی ہو ,Perveen Shakir
میری چادر تو چھنی تھی شام کی تنہائی میں ,بے ردائی کو مری پھر دے گیا تشہیر کون ,Perveen Shakir
کیا کرے میری مسیحائی بھی کرنے والا ,زخم ہی یہ مجھے لگتا نہیں بھرنے والا ,Perveen Shakir
گھر آپ ہی جگمگا اٹھے گا ,دہلیز پہ اک قدم بہت ہے ,Perveen Shakir
نہیں نہیں یہ خبر دشمنوں نے دی ہوگی ,وہ آئے آ کے چلے بھی گئے ملے بھی نہیں ,Perveen Shakir
یہ ہوا کیسے اڑا لے گئی آنچل میرا ,یوں ستانے کی تو عادت مرے گھنشیام کی تھی ,Perveen Shakir
چہرہ و نام ایک ساتھ آج نہ یاد آ سکے ,وقت نے کس شبیہ کو خواب و خیال کر دیا ,Perveen Shakir
تتلیاں پکڑنے میں دور تک نکل جانا ,کتنا اچھا لگتا ہے پھول جیسے بچوں پر ,Perveen Shakir
بخت سے کوئی شکایت ہے نہ افلاک سے ہے ,یہی کیا کم ہے کہ نسبت مجھے اس خاک سے ہے ,Perveen Shakir
شب کی تنہائی میں اب تو اکثر ,گفتگو تجھ سے رہا کرتی ہے ,Perveen Shakir
جستجو کھوئے ہوؤں کی عمر بھر کرتے رہے ,چاند کے ہم راہ ہم ہر شب سفر کرتے رہے ,Perveen Shakir
رخصت کرنے کے آداب نبھانے ہی تھے ,بند آنکھوں سے اس کو جاتا دیکھ لیا ہے ,Perveen Shakir
پا بہ گل سب ہیں رہائی کی کرے تدبیر کون ,دست بستہ شہر میں کھولے مری زنجیر کون ,Perveen Shakir
دھیمے سروں میں کوئی مدھر گیت چھیڑئیے ,ٹھہری ہوئی ہواؤں میں جادو بکھیریے ,Perveen Shakir
تھک گیا ہے دل وحشی مرا فریاد سے بھی ,جی بہلتا نہیں اے دوست تری یاد سے بھی ,Perveen Shakir
بند کر کے مری آنکھیں وہ شرارت سے ہنسے ,بوجھے جانے کا میں ہر روز تماشا دیکھوں ,Perveen Shakir
رفاقتوں کا مری اس کو دھیان کتنا تھا ,زمین لے لی مگر آسمان چھوڑ گیا ,Perveen Shakir
تری چاہت کے بھیگے جنگلوں میں ,مرا تن مور بن کر ناچتا ہے ,Perveen Shakir
کسی کے دھیان میں ڈوبا ہوا دل ,بہانے سے مجھے بھی ٹالتا ہے ,Perveen Shakir
زندگی میری تھی لیکن اب تو ,تیرے کہنے میں رہا کرتی ہے ,Perveen Shakir
رفاقتوں کے نئے خواب خوش نما ہیں مگر ,گزر چکا ہے ترے اعتبار کا موسم ,Perveen Shakir
وہ میرے پاؤں کو چھونے جھکا تھا جس لمحے ,جو مانگتا اسے دیتی امیر ایسی تھی ,Perveen Shakir
بے نام مسافت ہی مقدر ہے تو کیا غم ,منزل کا تعین کبھی ہوتا ہے سفر سے ,Perveen Shakir
شام پڑتے ہی کسی شخص کی یاد ,کوچۂ جاں میں صدا کرتی ہے ,Perveen Shakir
ایک مشت خاک اور وہ بھی ہوا کی زد میں ہے ,زندگی کی بے بسی کا استعارہ دیکھنا ,Perveen Shakir
اب ان دریچوں پہ گہرے دبیز پردے ہیں ,وہ تانک جھانک کا معصوم سلسلہ بھی گیا ,Perveen Shakir
قدموں میں بھی تکان تھی گھر بھی قریب تھا ,پر کیا کریں کہ اب کے سفر ہی عجیب تھا ,Perveen Shakir
جس جا مکین بننے کے دیکھے تھے میں نے خواب ,اس گھر میں ایک شام کی مہمان بھی نہ تھی ,Perveen Shakir
صرف اس تکبر میں اس نے مجھ کو جیتا تھا ,ذکر ہو نہ اس کا بھی کل کو نارساؤں میں ,Perveen Shakir
پلٹ کر پھر یہیں آ جائیں گے ہم ,وہ دیکھے تو ہمیں آزاد کر کے ,Perveen Shakir
آمد پہ تیری عطر و چراغ و سبو نہ ہوں ,اتنا بھی بود و باش کو سادہ نہیں کیا ,Perveen Shakir
خود اپنے سے ملنے کا تو یارا نہ تھا مجھ میں ,میں بھیڑ میں گم ہو گئی تنہائی کے ڈر سے ,Perveen Shakir
شب وہی لیکن ستارہ اور ہے ,اب سفر کا استعارہ اور ہے ,Perveen Shakir
جنگ کا ہتھیار طے کچھ اور تھا ,تیر سینے میں اتارا اور ہے ,Perveen Shakir
بوجھ اٹھاتے ہوئے پھرتی ہے ہمارا اب تک ,اے زمیں ماں تری یہ عمر تو آرام کی تھی ,Perveen Shakir
دل عجب شہر کہ جس پر بھی کھلا در اس کا ,وہ مسافر اسے ہر سمت سے برباد کرے ,Perveen Shakir
تیرا گھر اور میرا جنگل بھیگتا ہے ساتھ ساتھ ,ایسی برساتیں کہ بادل بھیگتا ہے ساتھ ساتھ ,Perveen Shakir
غیر ممکن ہے ترے گھر کے گلابوں کا شمار ,میرے رستے ہوئے زخموں کے حسابوں کی طرح ,Perveen Shakir
عجب نہیں ہے کہ دل پر جمی ملی کائی ,بہت دنوں سے تو یہ حوض صاف بھی نہ ہوا ,Perveen Shakir
ہتھیلیوں کی دعا پھول بن کے آئی ہو ,کبھی تو رنگ مرے ہاتھ کا حنائی ہو ,Perveen Shakir
اسی طرح سے اگر چاہتا رہا پیہم ,سخن وری میں مجھے انتخاب کر دے گا ,Perveen Shakir
مری طرح سے کوئی ہے جو زندگی اپنی ,تمہاری یاد کے نام انتساب کر دے گا ,Perveen Shakir
مقتل وقت میں خاموش گواہی کی طرح ,دل بھی کام آیا ہے گمنام سپاہی کی طرح ,Perveen Shakir
گلابی پاؤں مرے چمپئی بنانے کو ,کسی نے صحن میں مہندی کی باڑ اگائی ہو ,Perveen Shakir
سورج دماغ لوگ بھی ابلاغ فکر میں ,زلف شب فراق کے پیچاک ہو گئے ,Perveen Shakir
اس کی یاد آئی ہے سانسو ذرا آہستہ چلو ,دھڑکنوں سے بھی عبادت میں خلل پڑتا ہے ,Rahat Indori
دوستی جب کسی سے کی جائے ,دشمنوں کی بھی رائے لی جائے ,Rahat Indori
نہ ہم سفر نہ کسی ہم نشیں سے نکلے گا ,ہمارے پاؤں کا کانٹا ہمیں سے نکلے گا ,Rahat Indori
شاخوں سے ٹوٹ جائیں وہ پتے نہیں ہیں ہم ,آندھی سے کوئی کہہ دے کہ اوقات میں رہے ,Rahat Indori
ہم سے پہلے بھی مسافر کئی گزرے ہوں گے ,کم سے کم راہ کے پتھر تو ہٹاتے جاتے ,Rahat Indori
آنکھ میں پانی رکھو ہونٹوں پہ چنگاری رکھو ,زندہ رہنا ہے تو ترکیبیں بہت ساری رکھو ,Rahat Indori
روز تاروں کو نمائش میں خلل پڑتا ہے ,چاند پاگل ہے اندھیرے میں نکل پڑتا ہے ,Rahat Indori
نئے کردار آتے جا رہے ہیں ,مگر ناٹک پرانا چل رہا ہے ,Rahat Indori
بہت غرور ہے دریا کو اپنے ہونے پر ,جو میری پیاس سے الجھے تو دھجیاں اڑ جائیں ,Rahat Indori
گھر کے باہر ڈھونڈھتا رہتا ہوں دنیا ,گھر کے اندر دنیا داری رہتی ہے ,Rahat Indori
یہ ضروری ہے کہ آنکھوں کا بھرم قائم رہے ,نیند رکھو یا نہ رکھو خواب معیاری رکھو ,Rahat Indori
بیمار کو مرض کی دوا دینی چاہئے ,میں پینا چاہتا ہوں پلا دینی چاہئے ,Rahat Indori
وہ چاہتا تھا کہ کاسہ خرید لے میرا ,میں اس کے تاج کی قیمت لگا کے لوٹ آیا ,Rahat Indori
مری خواہش ہے کہ آنگن میں نہ دیوار اٹھے ,مرے بھائی مرے حصے کی زمیں تو رکھ لے ,Rahat Indori
میں آخر کون سا موسم تمہارے نام کر دیتا ,یہاں ہر ایک موسم کو گزر جانے کی جلدی تھی ,Rahat Indori
ہم اپنی جان کے دشمن کو اپنی جان کہتے ہیں ,محبت کی اسی مٹی کو ہندستان کہتے ہیں ,Rahat Indori
ایک ہی ندی کے ہیں یہ دو کنارے دوستو ,دوستانہ زندگی سے موت سے یاری رکھو ,Rahat Indori
سورج ستارے چاند مرے ساتھ میں رہے ,جب تک تمہارے ہاتھ مرے ہاتھ میں رہے ,Rahat Indori
بوتلیں کھول کر تو پی برسوں ,آج دل کھول کر بھی پی جائے ,Rahat Indori
اب تو ہر ہاتھ کا پتھر ہمیں پہچانتا ہے ,عمر گزری ہے ترے شہر میں آتے جاتے ,Rahat Indori
میں پربتوں سے لڑتا رہا اور چند لوگ ,گیلی زمین کھود کے فرہاد ہو گئے ,Rahat Indori
تیری محفل سے جو نکلا تو یہ منظر دیکھا ,مجھے لوگوں نے بلایا مجھے چھو کر دیکھا ,Rahat Indori
